TRAIN_PAWS_QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	labels1	labels2	Ground Label
2816	28825	b'What materials in pillows/blankets are most likely to be VOCs ? What are most likely to contain VOC-free ?'	b'What materials in pillows/blankets are most likely to contain VOCs ? What are most likely to be VOC-free ?'	 most likely 	 likely 	O O O O O B E O O O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O	0
2816	163183	b'What materials in pillows/blankets are most likely to be VOCs ? What are most likely to contain VOC-free ?'	b'What materials in pillows/blankets are most likely to contain VOCs ? What are most likely to be VOC-free ?'	 most likely 	 likely 	O O O O O B E O O O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O	0
2816	396816	b'What materials in pillows/blankets are most likely to be VOCs ? What are most likely to contain VOC-free ?'	b'What materials in pillows/blankets are most likely to contain VOCs ? What are most likely to be VOC-free ?'	 most likely 	 likely 	O O O O O B E O O O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O	0
2821	536951	b'Will Indian driving of two wheeler in slow and smooth road conditions prevent back/spine related problems ?'	b'Will slow and smooth driving of two wheeler in Indian road conditions prevent back/spine related problems ?'	 road conditions 	 road 	O O O O O O O O O O B E O O O O O	O O O O O O O O O O S O O O O O O	0
2837	191972	b'What are the rules and regulations when visiting an inmate at Colorado prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Colorado ?'	 rules and regulations 	 and regulations 	O O O B I E O O O O O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O O O O O	0
2837	232755	b'What are the rules and regulations when visiting an inmate at Colorado prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Colorado ?'	 rules and regulations 	 and regulations 	O O O B I E O O O O O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O O O O O	0
2837	307181	b'What are the rules and regulations when visiting an inmate at Colorado prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Colorado ?'	 and regulations 	 rules and regulations 	O O O O B E O O O O O O O O O O O O O O O O O	O O O B I E O O O O O O O O O O O O O O O O O	0
2837	368292	b'What are the rules and regulations when visiting an inmate at Colorado prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Colorado ?'	 and regulations 	 rules and regulations 	O O O O B E O O O O O O O O O O O O O O O O O	O O O B I E O O O O O O O O O O O O O O O O O	0
2878	524972	"b""Are copyrights laws fair for the poor who ca n't afford downloading books , and as a third world citizen should I feel guilty buying pirated PDFs ?"""	"b""Are copyrights laws fair for the poor who ca n't afford buying books , and as a third world citizen should I feel guilty downloading pirated PDFs ?"""	 feel guilty 	 guilty 	O O O O O O O O O O O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O O O O O O O O O O O O S O O O O	0
2882	191972	b'What are the rules and regulations when visiting an inmate at Alabama prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Alabama ?'	 rules and regulations 	 and regulations 	O O O B I E O O O O O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O O O O O	0
2882	232755	b'What are the rules and regulations when visiting an inmate at Alabama prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Alabama ?'	 rules and regulations 	 and regulations 	O O O B I E O O O O O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O O O O O	0
2882	307181	b'What are the rules and regulations when visiting an inmate at Alabama prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Alabama ?'	 and regulations 	 rules and regulations 	O O O O B E O O O O O O O O O O O O O O O O O	O O O B I E O O O O O O O O O O O O O O O O O	0
2882	368292	b'What are the rules and regulations when visiting an inmate at Alabama prison and how does it compare to prisons in Valdosta ?'	b'What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Alabama ?'	 and regulations 	 rules and regulations 	O O O O B E O O O O O O O O O O O O O O O O O	O O O B I E O O O O O O O O O O O O O O O O O	0
2912	44326	b'What are the most common traffic convictions in Arkansas , and how does the severity of the convictions differ in Georgia ?'	b'What are the most common traffic convictions in Georgia , and how does the severity of the convictions differ in Arkansas ?'	 most common 	 common 	O O O B E O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O	0
2916	431972	"b""I do n't know why but I feel like I 'm related to my friend he is descendant of Dominican Republican and I am descendant of Haiti ?"""	"b""I do n't know why but I feel like I am related to my friend he is descendant of Dominican Republican and I 'm descendant of Haiti ?"""	 know why 	 why 	O O O B E O O O O O O O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O O O O O O O	1
2936	44326	b'What are the most common traffic convictions in Arkansas , and how does the severity of the convictions differ in Connecticut ?'	b'What are the most common traffic convictions in Connecticut , and how does the severity of the convictions differ in Arkansas ?'	 most common 	 common 	O O O B E O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O	0
2945	557266	"b""What 's a great all-around lens for the Canon EOS Rebel T5i Digital SLR that 's perfect for shooting children at home and outdoors ?"""	"b""What 's a great around-all lens for the Canon EOS Rebel T5i Digital SLR that 's perfect for shooting children at home and outdoors ?"""	 's perfect 	 perfect 	O B O O O O O O O O O O O O O O E O O O O O O O O	O O O O O O O O O O O O O O O O S O O O O O O O O	1
2964	536663	b'Why is Internet so expensive and so scarce ( really slow ) in India ?'	b'Why is Internet so expensive and so scarce ( really slow ) in India ?'	 really slow 	 slow 	O O O O O O O O O B E O O O O	O O O O O O O O O O S O O O O	1
2984	543619	b'What things do Ivy League universities have in common ? Are they really that much better than public funded accredited universities ?'	b'What things do Ivy League universities have in common ? Are they really that much better than accredited funded public universities ?'	 much better 	 much 	O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O S O O O O O O O	0
2991	33960	b'. Is it still possible that General relativity will be superseded in the future even though gravitational waves were already detected ?'	b'Is it still possible that General relativity will be detected in the future even though gravitational waves were already superseded ?'	 even though 	 though 	O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O S O O O O O O	0
2991	223380	b'. Is it still possible that General relativity will be superseded in the future even though gravitational waves were already detected ?'	b'Is it still possible that General relativity will be detected in the future even though gravitational waves were already superseded ?'	 even though 	 even 	O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O S O O O O O O O	0
3006	287192	b'What should a male writer keep in mind when writing a female character ?'	b'What should a female writer keep in mind when writing a male character ?'	 keep in mind 	 mind 	O O O O O B I E O O O O O O	O O O O O O O S O O O O O O	0
3017	573133	"b""How has Gayle Laakmann McDowell 's life changed since moving from software engineering to doing her own thing ? Has it changed for better or for worse ?"""	"b""How Has Gayle Laakmann McDowell 's life changed since moving from software engineering to doing her own thing ? has it changed for better or for worse ?"""	 's life 	 life 	O O O O O B E O O O O O O O O O O O O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O O O O O O O O O O	1
3047	323908	b'How do SC , ST and OBC guys score when they feel better as compared to general category , Who have less IQ level in college internal exams ?'	b'How do SC , ST and OBC guys feel when they score less as compared to general category , Who have better IQ level in college internal exams ?'	 feel better 	 feel 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O	O O O O O O O O S O O O O O O O O O O O O O O O O O O O O	0
3068	537971	b'Should police officers be required to buy their own insurance similar to the malpractice insurance that doctors purchase and maintain ?'	b'Should police officers be required to purchase and maintain their own insurance similar to the malpractice insurance that doctors buy ?'	 to buy 	 to purchase 	O O O O O B E O O O O O O O O O O O O O O	O O O O O B E O O O O O O O O O O O O O O	0
3085	239527	b'I am a good typer . I can type around 80 WPM . I love typing . In what way can I earn money using that skill ?'	b'I am a good typer . I can type around 80 WPM . I love typing . In what way can I earn money using that skill ?'	 earn money 	 earn 	O O O O O O O O O O O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O O O O O O O O O O O S O O O O O	1
3111	33960	"b""Why do we sweat when it is 37 degrees outside , even though that 's our body temperature ?"""	"b""Why do we sweat when it 's 37 degrees outside , even though that is our body temperature ?"""	 even though 	 though 	O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O S O O O O O O	1
3111	223380	"b""Why do we sweat when it is 37 degrees outside , even though that 's our body temperature ?"""	"b""Why do we sweat when it 's 37 degrees outside , even though that is our body temperature ?"""	 even though 	 even 	O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O S O O O O O O O	1
3111	389747	"b""Why do we sweat when it is 37 degrees outside , even though that 's our body temperature ?"""	"b""Why do we sweat when it 's 37 degrees outside , even though that is our body temperature ?"""	 that 's our 	 that is our 	O O O O O O O O O O O O O B I E O O O	O O O O O O O O O O O O O B I E O O O	1
3111	545852	"b""Why do we sweat when it is 37 degrees outside , even though that 's our body temperature ?"""	"b""Why do we sweat when it 's 37 degrees outside , even though that is our body temperature ?"""	 when it is 	 when it 's 	O O O O B I E O O O O O O O O O O O O	O O O O B I E O O O O O O O O O O O O	1
3111	545853	"b""Why do we sweat when it is 37 degrees outside , even though that 's our body temperature ?"""	"b""Why do we sweat when it 's 37 degrees outside , even though that is our body temperature ?"""	 when it is 	 when it 's 	O O O O B I E O O O O O O O O O O O O	O O O O B I E O O O O O O O O O O O O	1
3111	545855	"b""Why do we sweat when it is 37 degrees outside , even though that 's our body temperature ?"""	"b""Why do we sweat when it 's 37 degrees outside , even though that is our body temperature ?"""	 when it is 	 when it 's 	O O O O B I E O O O O O O O O O O O O	O O O O B I E O O O O O O O O O O O O	1
