QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	label
38295.0	1141252.0	How much rat poison is needed to kill a human?	How much rat poison is required to kill a human?	 needed to 	 required to 	1
38295.0	1266773.0	How much rat poison is needed to kill a human?	How much rat poison is required to kill a human?	 needed to 	 is required to 	1
38295.0	1458265.0	How much rat poison is needed to kill a human?	How much rat poison is required to kill a human?	 needed to 	 required to 	1
38321.0	149481.0	When is it too late to learn the piano?	At my late sixties, is it too late to learn to play the piano?	 too late 	 late 	1
38321.0	255018.0	When is it too late to learn the piano?	At my late sixties, is it too late to learn to play the piano?	 too late 	 late 	1
38339.0	597588.0	Are we getting closer to world war 3?	How soon is world war III?	 world war 	 war 	1
38389.0	1370757.0	Which is the most sought after evening clutch purse for red carpet occasion?	Which undergraduate major will be the most sought after 10/20/30 years from now?	 sought after 	 sought 	0
38444.0	103288.0	Who is the most beautiful person by appearance and why?	Who is the most beautiful person and why?	 most beautiful 	 beautiful 	1
38562.0	342184.0	Is smoking really bad for your health?	Is vaping bad for your health?	 really bad 	 bad 	0
38562.0	1458713.0	Is smoking really bad for your health?	Is vaping bad for your health?	 really bad 	 bad 	0
38566.0	186491.0	How can I put together some SQL script (shell form) that to find the count of records based on a field value?	How can I put together some SQL script (shell form) that you would use to update data in a table and to identify records with specific criteria?	 put together 	 together 	1
38581.0	1062569.0	What is your favourite science fiction short story?	What are your favorite science fiction short stories?	 science fiction 	 fiction 	1
38582.0	471570.0	How can one be prepared for CAT?	How should one start preparations for CAT?	 prepared for 	 preparations for 	1
38582.0	954341.0	How can one be prepared for CAT?	How should one start preparations for CAT?	 be prepared for 	 preparations for 	1
38612.0	481713.0	What are the job opportunities for indian students in USA after completion of MS in mechanical engineering in US?	What are the job opportunities for mechanical students after doing MS in USA?	 job opportunities 	 opportunities 	0
38612.0	846302.0	What are the job opportunities for indian students in USA after completion of MS in mechanical engineering in US?	What are the job opportunities for mechanical students after doing MS in USA?	 opportunities 	 job opportunities 	0
38612.0	1007251.0	What are the job opportunities for indian students in USA after completion of MS in mechanical engineering in US?	What are the job opportunities for mechanical students after doing MS in USA?	 mechanical engineering 	 mechanical 	0
38622.0	598357.0	How widely accepted are credit cards at small businesses and restaurants in Benin?	How widely accepted are credit cards at small businesses and restaurants in São Tomé and Príncipe?	 credit cards 	 cards 	0
38631.0	558498.0	What are side effects of daily masterbation?	Is there any side effect of taking ZINCOVIT tablets daily?	 effects of 	 effect of 	0
38631.0	861231.0	What are side effects of daily masterbation?	Is there any side effect of taking ZINCOVIT tablets daily?	 side effects 	 side effect 	0
38660.0	8389.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 are the most important 	 the most significant 	0
38660.0	221280.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 most important 	 most significant 	0
38660.0	229228.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 the most important 	 the most significant 	0
38660.0	302782.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 the most important 	 the most significant 	0
38660.0	350760.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 are the most important 	 most significant 	0
38660.0	459836.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 most important 	 significant 	0
38660.0	715827.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 the most important 	 the most significant 	0
38660.0	832270.0	What are the most important examples of lost or forgotten knowledge?	History: What are the most significant lost inventions?	 are the most important 	 the most 	0
38675.0	598357.0	Do banks in Dubai offer credit cards on an AED 4500 salary?	Do banks in Dubai offer credit cards on an AED 4000 salary?	 credit cards 	 cards 	0
38678.0	296972.0	I like two boys at the same time and both are my very good friends, what should I do and whom should I choose?	What should I do if I love two boys at the same time? And they are good friends.	 very good 	 good 	1
38678.0	519079.0	I like two boys at the same time and both are my very good friends, what should I do and whom should I choose?	What should I do if I love two boys at the same time? And they are good friends.	 very good 	 good 	1
38687.0	239527.0	Which site is the best to earn money online?	What are ways to earn money online as a writer? Which sites pay you for freelancing?	 earn money 	 earn 	0
38710.0	1473248.0	Can I use my cell phone at Army Basic Training Reception?	How do I use Wi-Fi on my cell phone?	 my cell phone 	 my cell 	0
38714.0	1481248.0	How do kids in the foster system who were abandoned at birth get birth certificates and social security cards?	Where can I get birth certificate?	 birth certificates 	 birth 	0
38727.0	765005.0	What are the best ways to build up my credit score?	What are some ways of building my credit when I have none?	 build up 	 building 	1
38727.0	779344.0	What are the best ways to build up my credit score?	What are some ways of building my credit when I have none?	 to build 	 building 	1
38828.0	88753.0	How does first time sex feel like?	How does having sex feel for the first time?	 first time 	 first 	1
38828.0	646502.0	How does first time sex feel like?	How does having sex feel for the first time?	 first time 	 first 	1
38881.0	88753.0	What is it like to have first time sex?	How is your first sex experience?	 first time 	 first 	1
38881.0	646502.0	What is it like to have first time sex?	How is your first sex experience?	 first time 	 first 	1
38914.0	1310936.0	I'm a fourth year medical student and I feel like I know nothing about medicine. It feels like I'll never become a doctor, let alone a good doctor. Is this a common feeling? Will it fade with time?	I was dismissed in my fourth year of medical school. I have a $500,000 debt. I feel like my life is ruined. What can I do with my life to come up?	 feels like 	 like 	0
38914.0	1310937.0	I'm a fourth year medical student and I feel like I know nothing about medicine. It feels like I'll never become a doctor, let alone a good doctor. Is this a common feeling? Will it fade with time?	I was dismissed in my fourth year of medical school. I have a $500,000 debt. I feel like my life is ruined. What can I do with my life to come up?	 feel like 	 like 	0
