	SNLI_PairID	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	gold_label
1559	5942352376.jpg#2r1n	1393030.0	Two baseball players talk, one is sitting, the other is standing.	A baseball player brags while another one sits and rolls his eyes.	 the other 	 another 	neutral
1560	2325436612.jpg#0r1c	808938.0	A man looks through a microscope while another man in the background also looks through a microscope.	The men are looking through a telescope.	 another man 	 men 	contradiction
1561	2325436612.jpg#0r1e	808938.0	A man looks through a microscope while another man in the background also looks through a microscope.	The men are looking through a microscope.	 another man 	 men 	entailment
1562	2325436612.jpg#0r1n	808938.0	A man looks through a microscope while another man in the background also looks through a microscope.	The microscope the men are looking at is orange.	 another man 	 men 	neutral
1563	4262149475.jpg#0r1e	118762.0	There are many people walking around and viewing things in the red room	People are walking around and viewing things in the red room.	 walking around 	 walking 	entailment
1564	4718150262.jpg#1r1e	1266467.0	A young man with a white hat, and a black shirt, mixes fruit drinks for people.	The young man who is mixing drinks is wearing a white hat and a black shirt.	 young man 	 young 	entailment
1565	4685230116.jpg#1r1c	83337.0	A group of army men and women hold guns and run down the street.	A group of men and women are playing water polo.	 men and women 	 and women 	contradiction
1566	4685230116.jpg#1r1c	295071.0	A group of army men and women hold guns and run down the street.	A group of men and women are playing water polo.	 and women 	 men and women 	contradiction
1567	4685230116.jpg#1r1c	509595.0	A group of army men and women hold guns and run down the street.	A group of men and women are playing water polo.	 men and women 	 men and 	contradiction
1568	4685230116.jpg#1r1c	911692.0	A group of army men and women hold guns and run down the street.	A group of men and women are playing water polo.	 and women 	 of men and women 	contradiction
1569	4685230116.jpg#1r1e	83337.0	A group of army men and women hold guns and run down the street.	A group of men and women in the army are running down the street.	 men and women 	 and women 	entailment
1570	4685230116.jpg#1r1e	295071.0	A group of army men and women hold guns and run down the street.	A group of men and women in the army are running down the street.	 and women 	 men and women 	entailment
1571	4685230116.jpg#1r1e	509595.0	A group of army men and women hold guns and run down the street.	A group of men and women in the army are running down the street.	 men and women 	 men and 	entailment
1572	4685230116.jpg#1r1e	911692.0	A group of army men and women hold guns and run down the street.	A group of men and women in the army are running down the street.	 and women 	 of men and women 	entailment
1573	72008635.jpg#2r1c	958599.0	A group of young people conversing at night.	a young boy hands out apples to an older woman	 young people 	 young 	contradiction
1574	1253264731.jpg#0r1n	555485.0	A girl wearing a pink shirt and overalls is smiling and there is another child that is out of focus.	The girl is playing with the other child.	 is another 	 other 	neutral
1575	1253264731.jpg#0r3n	555485.0	A girl wearing a pink shirt and overalls is smiling and there is another child that is out of focus.	The other child is her brother	 is another 	 other 	neutral
1576	3169094038.jpg#2r1e	995031.0	A little boy in a orange with gray shirt and khaki pants playing in the leaves.	A boy plays in the leaves.	 playing in 	 plays in 	entailment
1577	3169094038.jpg#2r1e	1002728.0	A little boy in a orange with gray shirt and khaki pants playing in the leaves.	A boy plays in the leaves.	 playing in 	 plays in 	entailment
1578	2497747805.jpg#0r4n	1266467.0	A young man is' heading' a ball while on the beach, another young man, in the background, looks at him.	The young man headed a volleyball.	 young man 	 young 	neutral
1579	2497747805.jpg#0r3n	1266467.0	A young man is' heading' a ball while on the beach, another young man, in the background, looks at him.	A young man is happily 'heading' a ball.	 young man 	 young 	neutral
1580	2497747805.jpg#0r3e	1266467.0	A young man is' heading' a ball while on the beach, another young man, in the background, looks at him.	A young man is 'heading' a ball.	 young man 	 young 	entailment
1581	7822651508.jpg#1r1n	1258045.0	One helmeted man on a mountain bike is coming down a steep, rocky path.	One helmeted man on a red mountain bike is coming down a steep, rocky path.	 coming down 	 coming 	neutral
1582	7822651508.jpg#1r1n	1525071.0	One helmeted man on a mountain bike is coming down a steep, rocky path.	One helmeted man on a red mountain bike is coming down a steep, rocky path.	 is coming 	 coming down 	neutral
1583	226664962.jpg#0r1e	83337.0	A group of formally dressed men and women stand outside with a photographer looking on.	A group of men and women stand outside.	 men and women 	 and women 	entailment
1584	226664962.jpg#0r1e	295071.0	A group of formally dressed men and women stand outside with a photographer looking on.	A group of men and women stand outside.	 and women 	 men and women 	entailment
1585	226664962.jpg#0r1e	509595.0	A group of formally dressed men and women stand outside with a photographer looking on.	A group of men and women stand outside.	 men and women 	 men and 	entailment
1586	226664962.jpg#0r1e	911692.0	A group of formally dressed men and women stand outside with a photographer looking on.	A group of men and women stand outside.	 and women 	 of men and women 	entailment
1587	200764658.jpg#2r1e	930118.0	Three people are sleeping on a floor next to a green laundry basket.	The three people are asleep indoors.	 are sleeping 	 are asleep 	entailment
1588	4069607034.jpg#2r1e	690124.0	Black school boys in uniforms make deals with a white man under the garage door.	Black school boys are chatting with a white man in a garage.	 white man 	 white 	entailment
1589	4970826472.jpg#1r1e	614786.0	A little girl who is wearing a t-shirt and shorts is smiling and laughing as she is handed an inflated tube.	A little girl is smiling	 little girl 	 girl 	entailment
1590	4970826472.jpg#1r1n	614786.0	A little girl who is wearing a t-shirt and shorts is smiling and laughing as she is handed an inflated tube.	A little girl who is wearing a t-shirt and shorts is smiling and laughing as she is handed an inflated tube at the beach	 little girl 	 girl 	neutral
1591	4970826472.jpg#3r1e	614786.0	Very happy little girl in pink shorts.	A happy girl wears pink shorts.	 little girl 	 girl 	entailment
1592	4970826472.jpg#3r1n	614786.0	Very happy little girl in pink shorts.	A girl is happy because she's wearing pink shorts.	 little girl 	 girl 	neutral
1593	4970826472.jpg#3r1c	614786.0	Very happy little girl in pink shorts.	A girl is happy because her shorts are blue.	 little girl 	 girl 	contradiction
1594	224882899.jpg#0r1n	387662.0	A crowd of young people dance and celebrate outside of a brick building while people behind a railing watch.	A crowd of young women dance on a stage outside a brick building while men watch from behind a railing.	 of young people 	 of young 	neutral
1595	224882899.jpg#0r1n	958599.0	A crowd of young people dance and celebrate outside of a brick building while people behind a railing watch.	A crowd of young women dance on a stage outside a brick building while men watch from behind a railing.	 young people 	 young 	neutral
1596	2102102709.jpg#1r2n	79369.0	A child wearing a green tank top with the number four on it is participating in a race.	A child participates in the olympics.	 is participating in 	 participates in 	neutral
1597	2102102709.jpg#1r2n	399121.0	A child wearing a green tank top with the number four on it is participating in a race.	A child participates in the olympics.	 participating in 	 participates 	neutral
1598	2229177914.jpg#0r1n	845207.0	A light brown dog jumping over a hurdle that has fire on each end.	the light brown dog is scared	 light brown 	 brown 	neutral
1599	181465013.jpg#1r4c	333705.0	Two young boys are playing with a can on a city street, there is camera equipment behind them.	Two boys play with a basketball.	 playing with 	 play with 	contradiction
1600	181465013.jpg#1r4e	333705.0	Two young boys are playing with a can on a city street, there is camera equipment behind them.	Two boys play with a can on the street.	 playing with 	 play with 	entailment
1601	7005944799.jpg#1r1n	808939.0	There is a man taking pictures of another man being surrounded by police in riot gear.	The man is taking a picture of osmeone at a protest.	 another man 	 man 	neutral
1602	7005944799.jpg#1r1e	808939.0	There is a man taking pictures of another man being surrounded by police in riot gear.	The man is taking a picture.	 another man 	 man 	entailment
1603	7005944799.jpg#1r1c	808939.0	There is a man taking pictures of another man being surrounded by police in riot gear.	The man is taking a picture of a lion.	 another man 	 man 	contradiction
1604	2932553502.jpg#2r1e	958599.0	A group of young people standing around a sports field.	A young group of humans standing around a field for sporting.	 young people 	 young 	entailment
1605	2932553502.jpg#2r1c	958599.0	A group of young people standing around a sports field.	A young group of people sitting at the bar.	 young people 	 young 	contradiction
1606	2932553502.jpg#2r1n	958599.0	A group of young people standing around a sports field.	A young group of humans standing around talking on a field for sporting.	 young people 	 young 	neutral
1607	1010087623.jpg#1r4c	690124.0	A black woman and a white man working in a factory setting packing jars with candles into boxes.	A white woman and a black man unload candles from boxes at the retail store.	 white man 	 white 	contradiction
1608	1010087623.jpg#1r4n	690124.0	A black woman and a white man working in a factory setting packing jars with candles into boxes.	A black and white couple pack candles into boxes at a manufacturing plant.	 white man 	 white 	neutral
1609	1010087623.jpg#1r4e	690124.0	A black woman and a white man working in a factory setting packing jars with candles into boxes.	At a candle packing factory, a black lady and a white man put jars into boxes.	 white man 	 white 	entailment
1610	1010087623.jpg#1r5c	690124.0	A black woman and a white man working in a factory setting packing jars with candles into boxes.	The workers in this factory are all white and packing boxes with cans.	 white man 	 white 	contradiction
1611	3403263046.jpg#1r1e	1311146.0	A woman basketball player holding the ball grimaces with effort while another player's arm attempts to block her.	One basketball player is trying to block another.	 attempts to 	 is trying to 	entailment
1612	4595062025.jpg#0r3e	302929.0	Two women are standing in the snow looking towards a tower with a orange cone shaped light.	two women stand in the snow	 standing in 	 stand in 	entailment
